Series Label,Reporting Date,vintage_month,bucket,dq_rate
VALET 2020-1,2020-06-30,1,30-59,0.0027697924753971085
VALET 2020-1,2020-07-31,2,30-59,0.003742257398485891
VALET 2020-1,2020-08-31,3,30-59,0.0036473760997391574
VALET 2020-1,2020-09-30,4,30-59,0.004493566030456392
VALET 2020-1,2020-10-30,5,30-59,0.00507343742760506
VALET 2020-1,2020-11-30,6,30-59,0.005714825485287867
VALET 2020-1,2020-12-31,7,30-59,0.006068665377176015
VALET 2020-1,2021-01-29,8,30-59,0.005886281008087454
VALET 2020-1,2021-02-26,9,30-59,0.005005435194782213
VALET 2020-1,2021-03-31,10,30-59,0.005049321985372583
VALET 2020-1,2021-04-30,11,30-59,0.004335492158646898
VALET 2020-1,2021-05-31,12,30-59,0.0061121665152391175
VALET 2020-1,2021-06-30,13,30-59,0.005490462444104828
VALET 2020-1,2021-07-30,14,30-59,0.005682314887665006
VALET 2020-1,2021-08-31,15,30-59,0.005938456001439625
VALET 2020-1,2021-09-30,16,30-59,0.005847233335384994
VALET 2020-1,2021-10-29,17,30-59,0.006422162757752243
VALET 2020-1,2021-11-30,18,30-59,0.0068148052451392025
VALET 2020-1,2021-12-31,19,30-59,0.00704506181044796
VALET 2020-1,2022-01-31,20,30-59,0.007391763463569166
VALET 2020-1,2022-02-28,21,30-59,0.005941355327997763
VALET 2020-1,2022-03-31,22,30-59,0.005610501708325841
VALET 2020-1,2022-04-29,23,30-59,0.005120271116513795
VALET 2020-1,2022-05-31,24,30-59,0.006273383470012471
VALET 2020-1,2022-06-30,25,30-59,0.006042062047329486
VALET 2020-1,2022-07-29,26,30-59,0.006866169233211621
VALET 2020-1,2022-08-31,27,30-59,0.007075183995445858
VALET 2020-1,2022-09-30,28,30-59,0.007089536677926519
VALET 2020-1,2022-10-31,29,30-59,0.007898894154818325
VALET 2020-1,2022-11-30,30,30-59,0.008795344156128298
VALET 2020-1,2022-12-30,31,30-59,0.009097019941743221
VALET 2020-1,2023-01-31,32,30-59,0.008803060330921325
VALET 2020-1,2023-02-28,33,30-59,0.008363653546283609
VALET 2020-1,2023-03-31,34,30-59,0.008516643955616118
VALET 2020-1,2023-04-28,35,30-59,0.008458881825917213
VALET 2020-1,2023-05-31,36,30-59,0.00923156266116555
VALET 2020-1,2023-06-30,37,30-59,0.009102038643743014
VALET 2020-1,2023-07-31,38,30-59,0.011035467223015263
VALET 2020-1,2023-08-31,39,30-59,0.01127948046029395
VALET 2020-1,2023-09-29,40,30-59,0.012462347173823165
VALET 2020-1,2023-10-31,41,30-59,0.012099250706301436
VALET 2020-1,2023-11-30,42,30-59,0.011964615286705275
VALET 2021-1,2021-11-30,0,30-59,0.0026923939869867622
VALET 2021-1,2021-12-31,1,30-59,0.0028581694649506763
VALET 2021-1,2022-01-31,2,30-59,0.004030579104278743
VALET 2021-1,2022-02-28,3,30-59,0.0035682729558893494
VALET 2021-1,2022-03-31,4,30-59,0.0032630957753323844
VALET 2021-1,2022-04-29,5,30-59,0.0030793735067693125
VALET 2021-1,2022-05-31,6,30-59,0.0040278881583700596
VALET 2021-1,2022-06-30,7,30-59,0.004273189420172401
VALET 2021-1,2022-07-29,8,30-59,0.004255718035245594
VALET 2021-1,2022-08-31,9,30-59,0.004200236740616289
VALET 2021-1,2022-09-30,10,30-59,0.004953861097620204
VALET 2021-1,2022-10-31,11,30-59,0.006099245983182662
VALET 2021-1,2022-11-30,12,30-59,0.0058499449063407795
VALET 2021-1,2022-12-30,13,30-59,0.0065995207732607725
VALET 2021-1,2023-01-31,14,30-59,0.006407614966210648
VALET 2021-1,2023-02-28,15,30-59,0.005953375668449198
VALET 2021-1,2023-03-31,16,30-59,0.006443381180223286
VALET 2021-1,2023-04-28,17,30-59,0.006069245556059526
VALET 2021-1,2023-05-31,18,30-59,0.006834263613589416
VALET 2021-1,2023-06-30,19,30-59,0.006739811912225706
VALET 2021-1,2023-07-31,20,30-59,0.00819129760193488
VALET 2021-1,2023-08-31,21,30-59,0.008496930367188777
VALET 2021-1,2023-09-29,22,30-59,0.008722312006844757
VALET 2021-1,2023-10-31,23,30-59,0.00861860262431608
VALET 2021-1,2023-11-30,24,30-59,0.008049032639196574
VALET 2021-1,2023-12-29,25,30-59,0.007648135610220918
VALET 2021-1,2024-01-31,26,30-59,0.007934070434070434
VALET 2021-1,2024-02-29,27,30-59,0.006493167831438406
VALET 2021-1,2024-03-29,28,30-59,0.006417767362590541
VALET 2021-1,2024-04-30,29,30-59,0.006398910823689585
VALET 2021-1,2024-05-31,30,30-59,0.007247790817606557
VALET 2021-1,2024-06-28,31,30-59,0.007437592613701129
VALET 2021-1,2024-07-31,32,30-59,0.009393254469134353
VALET 2021-1,2024-08-30,33,30-59,0.008479927830401444
VALET 2021-1,2024-09-30,34,30-59,0.0076638965835641734
VALET 2021-1,2024-10-31,35,30-59,0.008277518008340706
VALET 2021-1,2024-11-29,36,30-59,0.009244242620823873
VALET 2021-1,2024-12-31,37,30-59,0.009796054831160148
VALET 2021-1,2025-01-31,38,30-59,0.009244885991238056
VALET 2021-1,2025-02-28,39,30-59,0.008165739552132364
VALET 2021-1,2025-03-31,40,30-59,0.009407652548990444
VALET 2021-1,2025-04-30,41,30-59,0.008746130030959752
VALET 2021-1,2025-05-30,42,30-59,0.008891234623036011
VALET 2021-1,2025-06-30,43,30-59,0.008851458771967516
VALET 2023-1,2023-05-31,0,30-59,0.003703703703703704
VALET 2023-1,2023-06-30,1,30-59,0.004129531986374877
VALET 2023-1,2023-07-31,2,30-59,0.005939141545596517
VALET 2023-1,2023-08-31,3,30-59,0.008137497299503109
VALET 2023-1,2023-09-29,4,30-59,0.0078341686535935
VALET 2023-1,2023-10-31,5,30-59,0.008342795083181122
VALET 2023-1,2023-11-30,6,30-59,0.0077221042109209045
VALET 2023-1,2023-12-29,7,30-59,0.008306952007091301
VALET 2023-1,2024-01-31,8,30-59,0.008590755935080635
VALET 2023-1,2024-02-29,9,30-59,0.008317038195802373
VALET 2023-1,2024-03-29,10,30-59,0.0076212654476170314
VALET 2023-1,2024-04-30,11,30-59,0.00871600355096441
VALET 2023-1,2024-05-31,12,30-59,0.00938286464602254
VALET 2023-1,2024-06-28,13,30-59,0.01045112154987909
VALET 2023-1,2024-07-31,14,30-59,0.011865412323078226
