issuer_code,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count
GMALT,2021-07-01,320283,318962,1086,235,9570487116.679996,7554253570.18999,6066357021.279999,13057263059.599998,316031,0,4252
GMALT,2021-08-01,309725,308336,1116,273,9180087824.519985,7258185789.4100275,5872913147.729999,12630164923.539999,305530,0,4195
GMALT,2021-09-01,288949,287897,786,266,8557711770.410001,6780518863.7999935,5501701997.19,11788559792.919998,284846,0,4103
GMALT,2021-10-01,279776,278411,1100,265,8208215919.430011,6515573191.809988,5331214406.099998,11414206272.89,275718,0,4058
GMALT,2021-11-01,270144,268975,873,296,7855882331.0300045,6248611497.859999,5152321858.37,11022225892.25,266138,0,4006
GMALT,2021-12-01,304093,302454,1297,342,9075764626.08001,7271813220.569996,5907829391.339998,12485215383.5,298900,0,5193
GMALT,2022-01-01,294950,293458,1170,322,8865645077.77,7132080610.359983,5784212570.309997,12151667023.93,289537,0,5413
GMALT,2022-02-01,283892,282707,935,250,8474803847.790005,6833138743.929987,5581873820.309999,11710239388.1,278555,0,5337
GMALT,2022-03-01,311131,309752,1153,226,9537183102.260014,7733671476.089994,6250392768.979998,12948197211.12,304043,0,7088
GMALT,2022-04-01,309357,308319,768,270,9485336985.550001,7717520472.159999,6255534748.969999,12909635130.380001,301894,0,7463
GMALT,2022-05-01,296149,294500,1347,302,9031280770.48001,7370087298.939981,6009632861.4400015,12378784128.34,288821,0,7328
GMALT,2022-06-01,314474,313286,870,318,9836346219.970001,8029528975.259987,6490322625.76,13211668104.71,305153,0,9321
GMALT,2022-07-01,313407,311584,1461,362,9764574223.580008,7988528204.550011,6495572749.870003,13187093625.49,303766,0,9641
GMALT,2022-08-01,301130,299325,1429,376,9318462917.73,7647837912.140006,6259750841.439999,12688353421.02,291671,0,9459
GMALT,2022-09-01,289978,288555,1018,405,8904742135.280012,7331782377.49,6042100743.130005,12229087898.970001,280696,0,9282
GMALT,2022-10-01,278851,276819,1591,441,8499787145.860024,7022637294.810019,5825646944.940001,11771014222.74,269731,0,9120
GMALT,2022-11-01,268139,266448,1174,517,8112033836.359999,6725626493.979973,5616189117.670004,11329682576.17,259208,0,8931
GMALT,2022-12-01,305449,303279,1697,473,9482579428.319988,7830633541.78998,6484049261.510004,12937172984.26,293812,0,11637
GMALT,2023-01-01,294190,292179,1546,465,9169278066.940025,7595195293.520004,6293433981.090004,12471549793.98,282434,0,11756
GMALT,2023-02-01,270135,268737,1054,344,8439832750.099964,7013253259.369998,5817551880.290005,11479038634.66,258855,0,11280
GMALT,2023-03-01,306610,305015,1309,286,9817665359.409977,8109743238.989995,6668587128.010003,13083202131.09,294099,0,12511
GMALT,2023-04-01,296732,295329,1020,383,9418804416.41999,7803810191.600018,6460058621.800004,12669311232.59,284587,0,12145
GMALT,2023-05-01,285291,283384,1518,389,8979245656.229988,7461174847.799996,6216260952.980005,12184637175.19,273568,0,11723
GMALT,2023-06-01,312147,310697,1070,380,10044062210.500004,8285256242.340016,6855373697.430004,13387271628.220001,299915,0,12232
GMALT,2023-07-01,289886,287978,1499,409,9331886395.66997,7718209847.150019,6398925699.650007,12448489918.32,278215,0,11671
GMALT,2023-08-01,278897,277050,1440,407,8903836369.679987,7385651348.780006,6162351239.640004,11983408331.24,267622,0,11275
GMALT,2023-09-01,268601,267174,1024,403,8501944847.1100025,7073177611.589979,5939284485.300006,11545365097.24,257732,0,10869
GMALT,2023-10-01,256096,254175,1489,432,8047356339.640011,6713819343.529987,5666127071.010004,11006762229.64,245651,0,10445
GMALT,2023-11-01,235828,234315,1079,434,7402327272.880012,6191805504.179985,5233977975.970003,10134260822.84,226180,0,9648
GMALT,2023-12-01,272580,270413,1688,479,8920517343.120012,7370414838.49001,6135294429.510006,11819835464.44,261389,0,11191
GMALT,2024-01-01,270586,268431,1615,540,8856497402.259987,7319862482.989987,6106055388.310001,11751046783.31,259482,0,11104
GMALT,2024-02-01,258518,256851,1243,424,8410722048.349974,6967425236.289998,5839339789.010004,11233165471.31,247927,0,10591
GMALT,2024-03-01,285430,283685,1424,321,9719096230.760006,7957523955.370012,6539564382.650001,12502419745.47,273889,0,11541
GMALT,2024-04-01,272497,271079,1005,413,9237052492.610003,7578777251.109991,6253144773.61,11952155753.470001,261582,0,10915
GMALT,2024-05-01,259372,257656,1339,377,8752341376.129993,7196048217.20998,5960502652.109999,11388876131.470001,249054,0,10318
GMALT,2024-06-01,248063,246583,1063,417,8325467392.500002,6861147590.86002,5706751500.710001,10902625470.460001,238202,0,9861
GMALT,2024-07-01,226855,225186,1258,411,7647174230.399998,6304331990.910016,5245191208.1,9988080335.369999,217763,0,9092
GMALT,2024-08-01,264009,262143,1472,394,9172527459.03999,7483666012.540011,6145553695.98,11706696888.12,254025,0,9984
GMALT,2024-09-01,245142,243720,1046,376,8531678816.750015,6958798011.750028,5720479768.62,10881003369.11,236169,0,8973
GMALT,2024-10-01,237151,235436,1346,369,8178970275.75,6690140164.169963,5535551975.729999,10536255994.11,228599,0,8552
GMALT,2024-11-01,230490,229035,1031,424,7869423815.220002,6456570604.769997,5379584410.930004,10247325116.11,222214,0,8276
GMALT,2024-12-01,262467,260639,1408,420,9422130240.940004,7583464392.320002,6217934592.4,11843758144.21,253173,0,9294
GMALT,2025-01-01,266385,264522,1450,413,9546112380.580017,7679740115.089992,6322498338.649999,12057376143.509998,256895,0,9490
GMALT,2025-02-01,259189,257683,1136,370,9202797765.580019,7420643452.569993,6154523144.3600025,11749205634.500002,250020,0,9169
GMALT,2025-03-01,249417,247660,1410,347,8794859247.690002,7109055555.890001,5930599678.940002,11335848632.49,240713,0,8704
GMALT,2025-04-01,271176,269803,985,388,9784628373.400051,7842423648.750005,6505326688.1900015,12461203018.510002,261670,0,9506
GMALT,2025-05-01,270441,268734,1302,405,9767745898.869968,7821770039.469999,6509423904.750002,12483411461.31,260872,0,9569
GMALT,2025-06-01,293023,291566,1039,418,10809281065.06997,8592400603.369987,7112677309.470002,13651221187.130001,282639,0,10384
GMALT,2025-07-01,272797,271010,1376,411,10089797020.910002,8008646294.390005,6647269595.74,12760682078.12,263248,0,9549
GMALT,2025-08-01,263501,261701,1329,471,9671213240.259981,7692711294.719973,6428817384.990002,12351693110.880001,254259,0,9242
GMALT,2025-09-01,253466,251988,1018,460,9236843406.02001,7360703774.809982,6191844711.890001,11906577118.87,244588,0,8878
GMALT,2025-10-01,235075,233398,1230,447,8568724631.050013,6821399559.240009,5757803194.88,11071017639.79,226759,0,8316
GMALT,2025-11-01,227440,225956,963,521,8218987225.829978,6558237604.52,5574922860.870003,10728520235.79,219398,0,8042
GMALT,2025-12-01,250011,248010,1448,553,9283283460.520008,7366288192.360006,6212941721.4800005,11935417709.95,240325,0,9686
GMALT,2026-01-01,240239,238329,1370,540,8860262691.410002,7042705130.50999,5977674987.78,11494941059.95,230779,0,9460
GMALT,2026-02-01,224223,222788,1040,395,8272981013.209973,6570194880.440018,5599949131.2,10764189108.810001,215106,0,9117
GMALT,2026-03-01,252547,250993,1215,339,9678045467.390003,7610256866.290005,6426693661.870004,12321734097.07,241244,0,11303
MBALT,2017-03-01,37568,37544,24,0,1967798940.3856275,1545262704.6800003,1155862636.55,2313789656.52,36091,0,1477
MBALT,2017-04-01,55889,55848,36,5,2888509466.0224295,2276566133.4199963,1719399846.0299993,3441304719.52,53713,0,2176
MBALT,2017-05-01,55400,55328,53,19,2821302906.1172147,2230024717.970013,1702662988.6399994,3407492069.52,53260,0,2140
MBALT,2017-06-01,54800,54747,39,14,2751069793.3734617,2180656492.739998,1682169292.2900002,3366560895.52,52691,0,2109
MBALT,2017-07-01,54073,53977,76,20,2678800401.0932536,2129256613.8599944,1658344347.3199997,3318571956.52,51996,0,2077
MBALT,2017-08-01,53128,53024,78,26,2599450399.4381304,2071788317.0100024,1627717641.4400003,3257338991.52,51100,0,2028
MBALT,2017-09-01,52127,52021,78,28,2520601273.861695,2014355839.3800108,1596087918.5000012,3194614316.52,50152,0,1975
MBALT,2017-10-01,50904,50804,70,30,2431151046.058205,1947635943.199996,1555568093.25,3114110841.51,48978,0,1926
MBALT,2017-11-01,49780,49686,68,26,2347243143.0811777,1885005511.3099968,1517749054.260001,3038913859.51,47904,0,1876
MBALT,2017-12-01,104340,104187,117,36,5271431898.345322,4139118063.2300196,3121961016.8000007,6459231588.81,101223,0,3117
MBALT,2018-01-01,82624,82438,135,51,4050901636.024557,3204919798.39,2476557649.1000004,5091149307.8,80052,0,2572
