series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Nissan Auto Lease Trust 2023-C,02-28-2025,45496,343,110,1583116270.6100032
Nissan Auto Lease Trust 2023-C,02-28-2026,26797,312,103,824484361.679997
Nissan Auto Lease Trust 2023-C,02-29-2024,49231,218,46,2002069735.270002
Nissan Auto Lease Trust 2023-C,03-31-2024,48889,364,82,1970924532.3300083
Nissan Auto Lease Trust 2023-C,03-31-2025,44541,465,96,1534119723.0700068
Nissan Auto Lease Trust 2023-C,03-31-2026,23672,277,90,722748140.7800004
Nissan Auto Lease Trust 2023-C,04-30-2024,48767,236,89,1935872483.9300003
Nissan Auto Lease Trust 2023-C,04-30-2025,43444,365,116,1475217790.0800076
Nissan Auto Lease Trust 2023-C,05-31-2024,48501,280,88,1902321688.7000034
Nissan Auto Lease Trust 2023-C,05-31-2025,42149,465,123,1416455890.3000114
Nissan Auto Lease Trust 2023-C,06-30-2024,48295,286,95,1870037457.1100237
Nissan Auto Lease Trust 2023-C,06-30-2025,41102,410,128,1361709967.1000037
Nissan Auto Lease Trust 2023-C,07-31-2024,47943,398,99,1836454306.1700063
Nissan Auto Lease Trust 2023-C,07-31-2025,39791,501,144,1305528440.2899988
Nissan Auto Lease Trust 2023-C,08-31-2024,47776,338,116,1803784468.8400054
Nissan Auto Lease Trust 2023-C,08-31-2025,38565,470,170,1250622038.1499896
Nissan Auto Lease Trust 2023-C,09-30-2024,47572,303,100,1770354524.7300086
Nissan Auto Lease Trust 2023-C,09-30-2025,37096,338,148,1187028717.4699938
Nissan Auto Lease Trust 2023-C,10-31-2023,34670,0,0,1454614070.7900038
Nissan Auto Lease Trust 2023-C,10-31-2024,47136,402,108,1734667773.2599995
Nissan Auto Lease Trust 2023-C,10-31-2025,35493,480,175,1130464926.9099977
Nissan Auto Lease Trust 2023-C,11-30-2024,46821,364,155,1700036329.8800094
Nissan Auto Lease Trust 2023-C,11-30-2025,33459,418,169,1056739097.029993
Nissan Auto Lease Trust 2023-C,12-31-2023,49776,0,0,2064268624.6100109
Nissan Auto Lease Trust 2023-C,12-31-2024,46349,482,126,1663290340.5799975
Nissan Auto Lease Trust 2023-C,12-31-2025,31629,393,151,988707354.94
Nissan Auto Lease Trust 2024-B,01-31-2025,45151,387,118,1738879481.709993
Nissan Auto Lease Trust 2024-B,01-31-2026,39961,454,158,1308985354.6800041
Nissan Auto Lease Trust 2024-B,02-28-2025,44999,360,96,1708407389.8500125
Nissan Auto Lease Trust 2024-B,02-28-2026,39030,401,122,1259177803.7900047
Nissan Auto Lease Trust 2024-B,03-31-2025,44657,408,108,1675189611.599978
Nissan Auto Lease Trust 2024-B,03-31-2026,37770,419,99,1203165600.3699932
Nissan Auto Lease Trust 2024-B,04-30-2025,44370,356,108,1640176871.4000053
Nissan Auto Lease Trust 2024-B,05-31-2025,43887,490,120,1605511957.3200245
Nissan Auto Lease Trust 2024-B,06-30-2024,46722,0,0,1944340399.549999
Nissan Auto Lease Trust 2024-B,06-30-2025,43604,412,144,1571656532.140007
Nissan Auto Lease Trust 2024-B,07-31-2024,46073,518,15,1915800381.1399984
Nissan Auto Lease Trust 2024-B,07-31-2025,43068,541,137,1535413618.2999938
Nissan Auto Lease Trust 2024-B,08-31-2024,46080,304,99,1887410944.5799966
Nissan Auto Lease Trust 2024-B,08-31-2025,42611,560,169,1500222753.639999
Nissan Auto Lease Trust 2024-B,09-30-2024,45999,269,92,1859033470.2400095
Nissan Auto Lease Trust 2024-B,09-30-2025,42385,385,164,1465391383.9000022
Nissan Auto Lease Trust 2024-B,10-31-2024,45716,387,89,1828974968.6299844
Nissan Auto Lease Trust 2024-B,10-31-2025,41674,627,192,1429699329.9600072
Nissan Auto Lease Trust 2024-B,11-30-2024,45610,339,112,1800686196.9199805
Nissan Auto Lease Trust 2024-B,11-30-2025,41281,496,191,1392514540.230006
Nissan Auto Lease Trust 2024-B,12-31-2024,45306,424,125,1769586521.7899976
Nissan Auto Lease Trust 2024-B,12-31-2025,40690,522,164,1353458350.0699947
Nissan Auto Lease Trust 2025-A,01-31-2025,60175,376,9,2318772455.8500233
Nissan Auto Lease Trust 2025-A,01-31-2026,55911,524,160,1848388888.0299952
Nissan Auto Lease Trust 2025-A,02-28-2025,60097,264,60,2284843933.8700147
Nissan Auto Lease Trust 2025-A,02-28-2026,55259,435,118,1798954499.3799863
Nissan Auto Lease Trust 2025-A,03-31-2025,59775,344,78,2247869940.799988
Nissan Auto Lease Trust 2025-A,03-31-2026,54328,456,105,1746796722.0899816
Nissan Auto Lease Trust 2025-A,04-30-2025,59567,283,86,2209605297.890004
Nissan Auto Lease Trust 2025-A,05-31-2025,59120,453,89,2170992514.279972
Nissan Auto Lease Trust 2025-A,06-30-2025,58870,366,129,2132138492.6099963
Nissan Auto Lease Trust 2025-A,07-31-2025,58394,518,98,2091365407.0099945
Nissan Auto Lease Trust 2025-A,08-31-2025,57977,550,134,2051422460.959989
Nissan Auto Lease Trust 2025-A,09-30-2025,57799,373,143,2011507913.4399955
Nissan Auto Lease Trust 2025-A,10-31-2025,57177,672,168,1974040407.8599772
Nissan Auto Lease Trust 2025-A,11-30-2025,56951,491,196,1934890523.2600002
Nissan Auto Lease Trust 2025-A,12-31-2024,60727,0,0,2354047956.759998
Nissan Auto Lease Trust 2025-A,12-31-2025,56426,543,168,1891990842.7500043
Nissan Auto Lease Trust 2025-B,01-31-2026,39041,288,75,1393725602.5499861
Nissan Auto Lease Trust 2025-B,02-28-2026,38863,249,82,1368213420.2400055
Nissan Auto Lease Trust 2025-B,03-31-2026,38557,256,63,1339223561.4599967
Nissan Auto Lease Trust 2025-B,06-30-2025,52832,0,0,2048656199.8399997
Nissan Auto Lease Trust 2025-B,07-31-2025,40115,248,12,1544228912.7399907
Nissan Auto Lease Trust 2025-B,08-31-2025,39960,236,54,1519824457.6200023
Nissan Auto Lease Trust 2025-B,09-30-2025,39866,184,46,1494884805.320004
Nissan Auto Lease Trust 2025-B,10-31-2025,39551,347,68,1470572753.2199984
Nissan Auto Lease Trust 2025-B,11-30-2025,39426,307,95,1446324075.4800107
Nissan Auto Lease Trust 2025-B,12-31-2025,39239,307,87,1420506420.619998
Nissan Auto Lease Trust 2026-A,01-31-2026,47736,0,0,1897188445.919999
Nissan Auto Lease Trust 2026-A,02-28-2026,47412,181,3,1867947097.6500027
Nissan Auto Lease Trust 2026-A,03-31-2026,47209,193,27,1837883554.3400147
