series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Volkswagen Auto Lease Trust 2020-A,01-31-2023,41603,88,41,972465264.3819997
Volkswagen Auto Lease Trust 2020-A,02-26-2021,41590,103,39,1284639511.6508977
Volkswagen Auto Lease Trust 2020-A,02-28-2022,41611,85,36,1085149332.9878988
Volkswagen Auto Lease Trust 2020-A,02-28-2023,41607,95,30,966914055.4122006
Volkswagen Auto Lease Trust 2020-A,03-31-2021,41601,101,30,1264089982.229893
Volkswagen Auto Lease Trust 2020-A,03-31-2022,41597,103,32,1070864699.8765991
Volkswagen Auto Lease Trust 2020-A,04-29-2022,41600,99,33,1058161648.9823039
Volkswagen Auto Lease Trust 2020-A,04-30-2021,41606,99,27,1246373611.7611978
Volkswagen Auto Lease Trust 2020-A,05-31-2021,41561,144,27,1229181372.4057016
Volkswagen Auto Lease Trust 2020-A,05-31-2022,41592,103,37,1044997604.3045033
Volkswagen Auto Lease Trust 2020-A,06-30-2021,41575,114,43,1212057254.4942002
Volkswagen Auto Lease Trust 2020-A,06-30-2022,41598,89,45,1033282482.8400017
Volkswagen Auto Lease Trust 2020-A,07-29-2022,41598,99,35,1022823777.1938989
Volkswagen Auto Lease Trust 2020-A,07-30-2021,41582,116,34,1195060367.3319013
Volkswagen Auto Lease Trust 2020-A,08-31-2021,41571,117,44,1178171165.1025074
Volkswagen Auto Lease Trust 2020-A,08-31-2022,41588,110,34,1011997452.2032974
Volkswagen Auto Lease Trust 2020-A,09-30-2020,41732,0,0,1373202145.1786027
Volkswagen Auto Lease Trust 2020-A,09-30-2021,41574,120,38,1162032503.3014948
Volkswagen Auto Lease Trust 2020-A,09-30-2022,41595,103,34,1002529633.0103
Volkswagen Auto Lease Trust 2020-A,10-29-2021,41576,116,40,1146602502.931901
Volkswagen Auto Lease Trust 2020-A,10-31-2022,41584,112,36,993917006.3976954
Volkswagen Auto Lease Trust 2020-A,11-30-2020,41638,70,24,1336505963.397098
Volkswagen Auto Lease Trust 2020-A,11-30-2021,41564,124,44,1130048109.8263955
Volkswagen Auto Lease Trust 2020-A,11-30-2022,41592,99,41,986110243.6983924
Volkswagen Auto Lease Trust 2020-A,12-30-2022,41574,108,50,978955344.8577995
Volkswagen Auto Lease Trust 2020-A,12-31-2020,41613,93,26,1318126281.0467045
Volkswagen Auto Lease Trust 2020-A,12-31-2021,41581,104,47,1114384216.3150043
Volkswagen Auto Lease Trust 2022-A,01-31-2023,40425,249,77,1211154280.567896
Volkswagen Auto Lease Trust 2022-A,01-31-2024,40373,266,112,1033173225.0830982
Volkswagen Auto Lease Trust 2022-A,02-28-2023,40450,217,84,1194398146.0522933
Volkswagen Auto Lease Trust 2022-A,02-29-2024,40409,240,102,1022551801.3299985
Volkswagen Auto Lease Trust 2022-A,03-29-2024,40461,200,90,1012962993.8326946
Volkswagen Auto Lease Trust 2022-A,03-31-2023,40453,226,72,1176804068.706592
Volkswagen Auto Lease Trust 2022-A,04-28-2023,40444,228,79,1161651196.7668986
Volkswagen Auto Lease Trust 2022-A,04-29-2022,40751,0,0,1373831910.2604015
Volkswagen Auto Lease Trust 2022-A,04-30-2024,40450,200,101,1003577486.5990031
Volkswagen Auto Lease Trust 2022-A,05-31-2023,40432,232,87,1144138805.7043016
Volkswagen Auto Lease Trust 2022-A,05-31-2024,40461,190,100,995358106.6171955
Volkswagen Auto Lease Trust 2022-A,06-28-2024,40465,205,81,988838336.2004982
Volkswagen Auto Lease Trust 2022-A,06-30-2022,40614,113,24,1335897631.7369
Volkswagen Auto Lease Trust 2022-A,06-30-2023,40444,230,77,1128201478.471689
Volkswagen Auto Lease Trust 2022-A,07-29-2022,40563,148,40,1318475125.1830068
Volkswagen Auto Lease Trust 2022-A,07-31-2023,40356,299,96,1113004682.686694
Volkswagen Auto Lease Trust 2022-A,07-31-2024,40448,224,79,981768448.8006011
Volkswagen Auto Lease Trust 2022-A,08-30-2024,40478,197,76,976078574.5124972
Volkswagen Auto Lease Trust 2022-A,08-31-2022,40556,146,49,1299242883.2142944
Volkswagen Auto Lease Trust 2022-A,08-31-2023,40327,317,107,1098062503.1931992
Volkswagen Auto Lease Trust 2022-A,09-29-2023,40342,288,121,1084387684.5246985
Volkswagen Auto Lease Trust 2022-A,09-30-2022,40534,168,49,1281185016.277702
Volkswagen Auto Lease Trust 2022-A,10-31-2022,40511,182,58,1263557270.002902
Volkswagen Auto Lease Trust 2022-A,10-31-2023,40347,296,108,1069929578.5147007
Volkswagen Auto Lease Trust 2022-A,11-30-2022,40468,216,67,1246172096.639393
Volkswagen Auto Lease Trust 2022-A,11-30-2023,40387,243,121,1057053666.3809937
Volkswagen Auto Lease Trust 2022-A,12-29-2023,40394,256,101,1045408717.0437962
Volkswagen Auto Lease Trust 2022-A,12-30-2022,40433,236,82,1228695315.1833134
Volkswagen Auto Lease Trust 2023-A,01-31-2024,59724,255,107,1975017057.731086
Volkswagen Auto Lease Trust 2023-A,01-31-2025,59676,270,140,1715089302.903215
Volkswagen Auto Lease Trust 2023-A,02-28-2025,59714,241,131,1699161162.6549199
Volkswagen Auto Lease Trust 2023-A,02-29-2024,59760,229,97,1950516513.8028014
Volkswagen Auto Lease Trust 2023-A,03-29-2024,59803,199,84,1927007503.0340977
Volkswagen Auto Lease Trust 2023-A,03-31-2025,59738,248,100,1683536713.3461971
Volkswagen Auto Lease Trust 2023-A,04-30-2024,59762,233,91,1901969360.4095852
Volkswagen Auto Lease Trust 2023-A,04-30-2025,59776,216,94,1669212531.954602
Volkswagen Auto Lease Trust 2023-A,05-30-2025,59777,226,83,1655686872.0016904
Volkswagen Auto Lease Trust 2023-A,05-31-2024,59762,251,73,1877825028.5844965
Volkswagen Auto Lease Trust 2023-A,06-28-2024,59716,276,94,1856821446.8125901
Volkswagen Auto Lease Trust 2023-A,06-30-2025,59752,216,118,1642979590.2668986
Volkswagen Auto Lease Trust 2023-A,07-31-2023,60086,0,0,2127875165.8920207
Volkswagen Auto Lease Trust 2023-A,07-31-2024,59675,309,102,1832447894.3922021
Volkswagen Auto Lease Trust 2023-A,07-31-2025,59762,207,117,1630852149.782788
Volkswagen Auto Lease Trust 2023-A,08-29-2025,59733,221,132,1620223258.314583
Volkswagen Auto Lease Trust 2023-A,08-30-2024,59659,311,116,1810707779.5486023
Volkswagen Auto Lease Trust 2023-A,09-29-2023,59770,269,47,2077431710.0919056
Volkswagen Auto Lease Trust 2023-A,09-30-2024,59633,297,156,1789990911.9326034
Volkswagen Auto Lease Trust 2023-A,09-30-2025,59761,212,113,1609544618.3494096
Volkswagen Auto Lease Trust 2023-A,10-31-2023,59769,261,56,2050474094.778215
Volkswagen Auto Lease Trust 2023-A,10-31-2024,59641,292,153,1769773983.1015031
Volkswagen Auto Lease Trust 2023-A,10-31-2025,59776,216,94,1600059266.1231854
Volkswagen Auto Lease Trust 2023-A,11-28-2025,59801,184,101,1592444220.461596
Volkswagen Auto Lease Trust 2023-A,11-29-2024,59670,292,124,1751770599.296096
Volkswagen Auto Lease Trust 2023-A,11-30-2023,59747,258,81,2025375709.887795
Volkswagen Auto Lease Trust 2023-A,12-29-2023,59735,256,95,2001479516.1232986
Volkswagen Auto Lease Trust 2023-A,12-31-2024,59609,346,131,1732629637.9950917
Volkswagen Auto Lease Trust 2023-A,12-31-2025,59827,162,97,1584211465.4453132
Volkswagen Auto Lease Trust 2024-A,01-30-2026,52747,316,164,1614246162.3144996
Volkswagen Auto Lease Trust 2024-A,01-31-2024,53227,0,0,2113394401.0235953
Volkswagen Auto Lease Trust 2024-A,01-31-2025,52683,370,174,1839062474.3192987
Volkswagen Auto Lease Trust 2024-A,02-27-2026,52829,247,151,1600463238.9787128
Volkswagen Auto Lease Trust 2024-A,02-28-2025,52754,323,150,1818624879.8768055
Volkswagen Auto Lease Trust 2024-A,03-29-2024,53004,183,40,2066883349.3242118
Volkswagen Auto Lease Trust 2024-A,03-31-2025,52728,359,140,1797647069.4614089
Volkswagen Auto Lease Trust 2024-A,03-31-2026,52811,269,147,1584449134.3587976
Volkswagen Auto Lease Trust 2024-A,04-30-2024,52916,238,73,2042211207.9734907
Volkswagen Auto Lease Trust 2024-A,04-30-2025,52750,330,147,1777391529.0548873
Volkswagen Auto Lease Trust 2024-A,05-30-2025,52771,337,119,1757494532.4001057
Volkswagen Auto Lease Trust 2024-A,05-31-2024,52840,297,90,2018306286.9306037
Volkswagen Auto Lease Trust 2024-A,06-28-2024,52821,298,108,1997142862.5238853
Volkswagen Auto Lease Trust 2024-A,06-30-2025,52743,347,137,1738120027.645498
Volkswagen Auto Lease Trust 2024-A,07-31-2024,52736,362,129,1972059160.0026052
Volkswagen Auto Lease Trust 2024-A,07-31-2025,52717,371,139,1718739371.7528048
Volkswagen Auto Lease Trust 2024-A,08-29-2025,52704,373,150,1701070558.4777026
Volkswagen Auto Lease Trust 2024-A,08-30-2024,52730,366,131,1949212824.5918987
Volkswagen Auto Lease Trust 2024-A,09-30-2024,52737,361,129,1926559147.9000053
Volkswagen Auto Lease Trust 2024-A,09-30-2025,52738,336,153,1682065762.7876859
Volkswagen Auto Lease Trust 2024-A,10-31-2024,52714,380,133,1904086791.6563096
Volkswagen Auto Lease Trust 2024-A,10-31-2025,52714,338,175,1664091027.1010857
Volkswagen Auto Lease Trust 2024-A,11-28-2025,52718,357,152,1648686719.0418866
Volkswagen Auto Lease Trust 2024-A,11-29-2024,52688,397,142,1883472723.1099973
Volkswagen Auto Lease Trust 2024-A,12-31-2024,52656,400,171,1860677318.387294
Volkswagen Auto Lease Trust 2024-A,12-31-2025,52710,342,175,1630227456.5321994
Volkswagen Auto Lease Trust 2025-A,01-30-2026,46023,178,103,1587307625.4353127
Volkswagen Auto Lease Trust 2025-A,02-27-2026,46059,149,96,1569853142.0580997
Volkswagen Auto Lease Trust 2025-A,03-31-2026,46034,190,80,1548256012.0182025
Volkswagen Auto Lease Trust 2025-A,04-30-2025,46304,0,0,1767657295.4185996
Volkswagen Auto Lease Trust 2025-A,06-30-2025,46164,118,22,1726920688.930112
Volkswagen Auto Lease Trust 2025-A,07-31-2025,46121,150,33,1706455976.1313794
Volkswagen Auto Lease Trust 2025-A,08-29-2025,46106,146,52,1687324248.336776
Volkswagen Auto Lease Trust 2025-A,09-30-2025,46069,171,64,1666358368.9341083
Volkswagen Auto Lease Trust 2025-A,10-31-2025,46038,179,87,1646033581.4809036
Volkswagen Auto Lease Trust 2025-A,11-28-2025,46020,186,98,1628332276.2746131
Volkswagen Auto Lease Trust 2025-A,12-31-2025,45996,192,116,1606680131.7998953
Volkswagen Auto Lease Trust 2025-B,01-30-2026,54681,148,88,1959548081.041389
Volkswagen Auto Lease Trust 2025-B,02-27-2026,54702,144,71,1937736677.4175055
Volkswagen Auto Lease Trust 2025-B,03-31-2026,54672,178,67,1911281096.6792922
Volkswagen Auto Lease Trust 2025-B,07-31-2025,54917,0,0,2105440209.7999904
Volkswagen Auto Lease Trust 2025-B,09-30-2025,54740,137,40,2056553173.1368027
Volkswagen Auto Lease Trust 2025-B,10-31-2025,54678,173,66,2031752542.8035958
Volkswagen Auto Lease Trust 2025-B,11-28-2025,54683,153,81,2009901548.7785978
Volkswagen Auto Lease Trust 2025-B,12-31-2025,54650,190,77,1983447988.0612159
Volkswagen Auto Lease Trust 2026-A,01-30-2026,60143,0,0,2423219950.9373913
Volkswagen Auto Lease Trust 2026-A,03-31-2026,59921,182,40,2369464055.986238
