series,reporting_date,active_count,count_current,count_30_59,count_60_plus,balance_total,sec_value_total,base_residual_total,vehicle_value_total,alg_count,blackbook_count,other_source_count,vintage_month
Ford Credit Auto Lease Trust 2018-A,2020-08-31,14583,14368,160,55,304558109.0599985,252349778.2699996,246061988.93,573600024.4499995,14244,0,339,29
Ford Credit Auto Lease Trust 2018-A,2018-09-30,52843,52438,360,45,1423030006.8600054,1136451360.0800097,911070488.9699988,2014669393.3400292,49970,0,2873,6
Ford Credit Auto Lease Trust 2018-A,2019-09-30,37275,36885,333,57,877428589.7300016,725013727.9500028,641625847.0999993,1439473413.160013,35233,0,2042,18
Ford Credit Auto Lease Trust 2018-A,2020-09-30,12085,11905,134,46,249751212.67999992,207362461.0999992,203824991.07999998,476296863.89999914,11829,0,256,30
Ford Credit Auto Lease Trust 2018-A,2018-10-31,52096,51643,405,48,1384282903.1800172,1110336993.830002,898456212.3699992,1987600080.7500286,49256,0,2840,7
Ford Credit Auto Lease Trust 2018-A,2019-10-31,35273,34880,332,61,821121237.9200017,680189463.5799983,606516535.8699993,1364237648.0600033,33360,0,1913,19
Ford Credit Auto Lease Trust 2018-A,2020-10-31,9364,9184,146,34,192920499.9900002,160850222.43000013,159072968.93,371320437.01999986,9184,0,180,31
Ford Credit Auto Lease Trust 2018-A,2018-11-30,51230,50809,369,52,1345390070.9399996,1082458304.4599967,883807418.5700009,1955971983.3800163,48421,0,2809,8
Ford Credit Auto Lease Trust 2018-A,2019-11-30,33475,33112,302,61,771163014.1099962,639629314.8199993,575081785.3799995,1296071545.2400134,31678,0,1797,20
Ford Credit Auto Lease Trust 2018-A,2018-12-31,50493,49909,512,72,1309709377.2100039,1057176033.9700044,871242597.3699996,1929002967.7900276,47711,0,2782,9
Ford Credit Auto Lease Trust 2018-A,2019-12-31,31793,31422,309,62,722404905.2700003,601436587.6500013,545450088.5400001,1231834860.5600004,30100,0,1693,21
Ford Credit Auto Lease Trust 2018-B,2019-01-31,50890,50534,313,43,1474309799.290005,1160002064.2600007,909646531.210001,2020125903.7000108,48469,0,2421,5
Ford Credit Auto Lease Trust 2018-B,2020-01-31,38994,38559,353,82,980631065.5500004,799399409.7099983,699462983.0899996,1564555662.8900135,37333,0,1661,17
Ford Credit Auto Lease Trust 2018-B,2021-01-31,16220,16042,143,35,364504393.1700008,304752280.64000046,296396451.8700002,664839609.5799999,15762,0,458,29
Ford Credit Auto Lease Trust 2018-B,2019-02-28,50400,50052,300,48,1441891089.0400074,1137935397.1299984,900871880.62,2001282899.8900204,48005,0,2395,6
Ford Credit Auto Lease Trust 2018-B,2021-02-28,14099,13932,130,37,314734449.74999875,263822419.16000107,258931299.12,579941893.9299995,13707,0,392,30
Ford Credit Auto Lease Trust 2018-B,2020-02-29,37139,36774,283,82,926915743.4800013,756514891.7799971,666503649.7600005,1493281738.610009,35632,0,1507,18
Ford Credit Auto Lease Trust 2018-B,2019-03-31,49745,49418,291,36,1406425112.7499938,1113196826.3,889358644.3699998,1976672888.2000206,47395,0,2350,7
Ford Credit Auto Lease Trust 2018-B,2020-03-31,35855,35461,318,76,883513750.2500001,723912231.5499985,643408369.4100004,1443261228.7700107,34484,0,1371,19
Ford Credit Auto Lease Trust 2018-B,2021-03-31,11342,11216,103,23,250607379.82000023,210767233.5300005,208956540.8199998,468524731.4399996,11031,0,311,31
Ford Credit Auto Lease Trust 2018-B,2019-04-30,49084,48761,272,51,1369933685.2900114,1088636175.1599984,877565593.02,1951551618.640019,46779,0,2305,8
Ford Credit Auto Lease Trust 2018-B,2020-04-30,35379,35042,220,117,859069239.2300001,706455741.499998,634786652.5600005,1424722030.2900062,34054,0,1325,20
Ford Credit Auto Lease Trust 2018-B,2021-04-30,8456,8327,105,24,185581480.27000028,156521440.53999934,156067209.5199999,350646561.9599996,8240,0,216,32
Ford Credit Auto Lease Trust 2018-B,2019-05-31,48307,47900,351,56,1332068388.850001,1062279566.1699996,864150294.5200005,1922550344.8000112,46054,0,2253,9
Ford Credit Auto Lease Trust 2018-B,2020-05-31,34208,33870,224,114,820674091.1100038,675579462.3700023,612888672.9600004,1378381314.5600085,32998,0,1210,21
Ford Credit Auto Lease Trust 2018-B,2019-06-30,47538,47130,342,66,1296288085.8999984,1035611089.3899984,850734018.7200005,1893628997.1400094,45332,0,2206,10
Ford Credit Auto Lease Trust 2018-B,2020-06-30,31720,31424,187,109,754263374.8000015,621260514.6399966,567263946.6899996,1279429448.8600023,30716,0,1004,22
Ford Credit Auto Lease Trust 2018-B,2019-07-31,46604,46187,359,58,1254750652.9300013,1006466774.4899994,834532281.22,1858548440.2800183,44456,0,2148,11
Ford Credit Auto Lease Trust 2018-B,2020-07-31,28923,28629,210,84,684056638.499998,561841460.6900002,517202254.1400006,1169939592.070006,28113,0,810,23
Ford Credit Auto Lease Trust 2018-B,2018-08-31,52115,52084,31,0,1615673320.7299986,1248457215.8700027,931190463.1600003,2067019645.5600183,49613,0,2502,0
Ford Credit Auto Lease Trust 2018-B,2019-08-31,45560,45192,303,65,1212581636.8599935,975496490.0300021,816370960.1199999,1819155340.0300186,43473,0,2087,12
Ford Credit Auto Lease Trust 2018-B,2020-08-31,26762,26492,204,66,626810160.6400005,514757665.0600018,478378863.0800005,1083674118.620005,26044,0,718,24
Ford Credit Auto Lease Trust 2018-B,2018-09-30,51995,51745,250,0,1591892046.2500088,1233266576.5799956,928957976.4600008,2062247566.2400217,49500,0,2495,1
Ford Credit Auto Lease Trust 2018-B,2019-09-30,44567,44110,409,48,1172106370.5000043,945556713.4100028,799000779.5699997,1780958835.310015,42526,0,2041,13
Ford Credit Auto Lease Trust 2018-B,2020-09-30,24679,24424,207,48,572563774.8499956,471985047.3299982,442062368.1800005,1001265557.7800043,24014,0,665,25
