series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Ford Credit Auto Lease Trust 2018-B,02-29-2020,38629,283,82,963704968.39
Ford Credit Auto Lease Trust 2018-B,03-31-2019,50073,291,36,1419462795.0199919
Ford Credit Auto Lease Trust 2018-B,03-31-2020,36743,319,76,909223684.1799998
Ford Credit Auto Lease Trust 2018-B,03-31-2021,13966,106,24,307807424.04999936
Ford Credit Auto Lease Trust 2018-B,04-30-2019,49422,272,51,1383218013.7800121
Ford Credit Auto Lease Trust 2018-B,04-30-2020,35518,220,117,868600325.560001
Ford Credit Auto Lease Trust 2018-B,04-30-2021,11212,107,24,246297885.92999986
Ford Credit Auto Lease Trust 2018-B,05-31-2019,48677,351,56,1347287815.6900005
Ford Credit Auto Lease Trust 2018-B,05-31-2020,35040,224,115,844700073.230003
Ford Credit Auto Lease Trust 2018-B,06-30-2019,47898,343,66,1311446666.669998
Ford Credit Auto Lease Trust 2018-B,06-30-2020,33911,188,109,805230912.1500019
Ford Credit Auto Lease Trust 2018-B,07-31-2019,47121,359,58,1273085857.5400004
Ford Credit Auto Lease Trust 2018-B,07-31-2020,31421,212,87,739852018.8999956
Ford Credit Auto Lease Trust 2018-B,08-31-2018,52084,31,0,1615673320.7299986
Ford Credit Auto Lease Trust 2018-B,08-31-2019,46236,303,65,1233083713.9799926
Ford Credit Auto Lease Trust 2018-B,08-31-2020,28649,204,70,670692296.6200013
Ford Credit Auto Lease Trust 2018-B,09-30-2018,51865,250,0,1594410826.010009
Ford Credit Auto Lease Trust 2018-B,09-30-2019,45103,409,48,1191848130.4100032
Ford Credit Auto Lease Trust 2018-B,09-30-2020,26505,209,48,614036486.5199977
Ford Credit Auto Lease Trust 2018-B,10-31-2018,51673,302,20,1566589647.3200014
Ford Credit Auto Lease Trust 2018-B,10-31-2019,44156,343,68,1150862928.6600025
Ford Credit Auto Lease Trust 2018-B,10-31-2020,24422,222,34,560838048.2699988
Ford Credit Auto Lease Trust 2018-B,11-30-2018,51436,308,34,1539043136.9300058
Ford Credit Auto Lease Trust 2018-B,11-30-2019,42779,384,51,1105111107.2899911
Ford Credit Auto Lease Trust 2018-B,11-30-2020,22237,190,45,506867433.20000076
Ford Credit Auto Lease Trust 2018-B,12-31-2018,51129,371,44,1511896600.940003
Ford Credit Auto Lease Trust 2018-B,12-31-2019,41505,418,76,1060579570.7299955
Ford Credit Auto Lease Trust 2018-B,12-31-2020,20415,217,39,461187561.5399978
Ford Credit Auto Lease Trust 2019-A,01-31-2019,52573,28,0,1617908228.8700058
Ford Credit Auto Lease Trust 2019-A,01-31-2020,45331,332,61,1215265198.9799964
Ford Credit Auto Lease Trust 2019-A,01-31-2021,26129,184,44,628023627.299998
Ford Credit Auto Lease Trust 2019-A,02-28-2019,52368,233,0,1595444069.0700176
Ford Credit Auto Lease Trust 2019-A,02-28-2021,24167,168,45,575764222.4300023
Ford Credit Auto Lease Trust 2019-A,02-29-2020,44116,280,50,1170921967.5300105
Ford Credit Auto Lease Trust 2019-A,03-31-2019,52265,208,19,1570019299.3300154
Ford Credit Auto Lease Trust 2019-A,03-31-2020,42831,288,56,1125515341.6599998
Ford Credit Auto Lease Trust 2019-A,03-31-2021,22393,124,40,525350261.33999896
Ford Credit Auto Lease Trust 2019-A,04-30-2019,52055,225,25,1542374765.1900017
Ford Credit Auto Lease Trust 2019-A,04-30-2020,41888,227,78,1088527512.469992
Ford Credit Auto Lease Trust 2019-A,04-30-2021,20144,125,26,466612737.10999966
Ford Credit Auto Lease Trust 2019-A,05-31-2019,51734,268,26,1513604400.7900066
Ford Credit Auto Lease Trust 2019-A,05-31-2020,41535,222,85,1064674420.479991
Ford Credit Auto Lease Trust 2019-A,05-31-2021,17603,106,27,402995792.01000226
Ford Credit Auto Lease Trust 2019-A,06-30-2019,51374,301,32,1486148576.6199937
Ford Credit Auto Lease Trust 2019-A,06-30-2020,40579,238,86,1027309915.0399961
Ford Credit Auto Lease Trust 2019-A,06-30-2021,15092,136,36,341936017.1899999
Ford Credit Auto Lease Trust 2019-A,07-31-2019,50920,319,48,1453440711.2300124
Ford Credit Auto Lease Trust 2019-A,07-31-2020,38413,201,80,965350999.6900002
Ford Credit Auto Lease Trust 2019-A,07-31-2021,12674,147,29,283324003.58000064
Ford Credit Auto Lease Trust 2019-A,08-31-2019,50247,334,51,1418563339.7600036
Ford Credit Auto Lease Trust 2019-A,08-31-2020,35758,262,47,896223256.5599949
Ford Credit Auto Lease Trust 2019-A,08-31-2021,10775,131,26,237042007.28000045
Ford Credit Auto Lease Trust 2019-A,09-30-2019,49369,357,51,1380191069.4100091
Ford Credit Auto Lease Trust 2019-A,09-30-2020,33633,235,62,837038985.1600028
Ford Credit Auto Lease Trust 2019-A,10-31-2019,48475,359,59,1340687456.9900134
Ford Credit Auto Lease Trust 2019-A,10-31-2020,31614,223,46,780502984.130001
Ford Credit Auto Lease Trust 2019-A,11-30-2019,47354,378,62,1299404414.1099992
Ford Credit Auto Lease Trust 2019-A,11-30-2020,29514,242,44,724447099.6399982
Ford Credit Auto Lease Trust 2019-A,12-31-2019,46293,419,65,1257427865.0999951
Ford Credit Auto Lease Trust 2019-A,12-31-2020,27774,260,41,675293132.3300046
Ford Credit Auto Lease Trust 2019-B,01-31-2020,47258,317,58,1386178068.2100065
Ford Credit Auto Lease Trust 2019-B,01-31-2021,32868,185,51,858436317.7699981
Ford Credit Auto Lease Trust 2019-B,01-31-2022,11303,117,43,259260751.88000125
Ford Credit Auto Lease Trust 2019-B,02-28-2021,31406,190,32,812692144.1900014
Ford Credit Auto Lease Trust 2019-B,02-28-2022,9445,112,28,215271797.4400007
Ford Credit Auto Lease Trust 2019-B,02-29-2020,46371,255,58,1346814171.0500133
Ford Credit Auto Lease Trust 2019-B,03-31-2020,45256,266,50,1302337623.4800005
Ford Credit Auto Lease Trust 2019-B,03-31-2021,30023,153,31,764764485.8199949
Ford Credit Auto Lease Trust 2019-B,04-30-2020,44414,219,68,1265660772.1300027
Ford Credit Auto Lease Trust 2019-B,04-30-2021,28197,123,32,709674206.5899994
Ford Credit Auto Lease Trust 2019-B,05-31-2020,44091,222,66,1240576276.789998
Ford Credit Auto Lease Trust 2019-B,05-31-2021,26257,112,23,653582991.6199965
Ford Credit Auto Lease Trust 2019-B,06-30-2019,49787,0,0,1592165693.5900035
Ford Credit Auto Lease Trust 2019-B,06-30-2020,43356,217,82,1205016462.769997
Ford Credit Auto Lease Trust 2019-B,06-30-2021,24250,175,28,597316251.7499971
Ford Credit Auto Lease Trust 2019-B,07-31-2019,49547,233,7,1567685140.9199965
Ford Credit Auto Lease Trust 2019-B,07-31-2020,41746,199,75,1151220204.1699977
Ford Credit Auto Lease Trust 2019-B,07-31-2021,22321,181,28,544397623.83
Ford Credit Auto Lease Trust 2019-B,08-31-2019,49366,234,26,1541112882.240006
Ford Credit Auto Lease Trust 2019-B,08-31-2020,39900,261,44,1094204528.9899929
Ford Credit Auto Lease Trust 2019-B,08-31-2021,20654,195,29,498131404.1699988
Ford Credit Auto Lease Trust 2019-B,09-30-2019,49065,286,26,1513208686.7199962
Ford Credit Auto Lease Trust 2019-B,09-30-2020,38344,241,47,1042517357.0199995
Ford Credit Auto Lease Trust 2019-B,09-30-2021,19192,144,27,455922179.6900007
Ford Credit Auto Lease Trust 2019-B,10-31-2019,48776,287,37,1483578911.3000088
Ford Credit Auto Lease Trust 2019-B,10-31-2020,36840,261,46,993316229.020002
Ford Credit Auto Lease Trust 2019-B,10-31-2021,17527,136,25,411402198.5600002
Ford Credit Auto Lease Trust 2019-B,11-30-2019,48321,312,34,1453480038.0699973
Ford Credit Auto Lease Trust 2019-B,11-30-2020,35353,274,54,945774388.120004
Ford Credit Auto Lease Trust 2019-B,11-30-2021,15538,149,32,361553701.31000113
Ford Credit Auto Lease Trust 2019-B,12-31-2019,47775,367,54,1420528716.6200066
Ford Credit Auto Lease Trust 2019-B,12-31-2020,34015,299,57,901103061.060004
Ford Credit Auto Lease Trust 2019-B,12-31-2021,13464,178,28,311562776.2400011
Ford Credit Auto Lease Trust 2020-A,01-31-2020,50225,209,2,1555121539.52
Ford Credit Auto Lease Trust 2020-A,01-31-2021,43600,215,52,1155369819.709993
Ford Credit Auto Lease Trust 2020-A,01-31-2022,19949,195,49,474220811.9500011
Ford Credit Auto Lease Trust 2020-A,02-28-2021,42119,229,37,1107821254.6599977
Ford Credit Auto Lease Trust 2020-A,02-28-2022,18303,137,33,430166304.91999966
Ford Credit Auto Lease Trust 2020-A,02-29-2020,50091,213,14,1530993816.849997
Ford Credit Auto Lease Trust 2020-A,03-31-2020,49888,237,28,1503379502.6799924
Ford Credit Auto Lease Trust 2020-A,03-31-2021,40780,211,41,1057978060.3799956
Ford Credit Auto Lease Trust 2020-A,03-31-2022,16490,161,24,385085520.19
Ford Credit Auto Lease Trust 2020-A,04-30-2020,49723,176,36,1477614458.2300067
Ford Credit Auto Lease Trust 2020-A,04-30-2021,39000,178,36,1000570872.8699989
Ford Credit Auto Lease Trust 2020-A,04-30-2022,14425,117,28,334452946.6199993
Ford Credit Auto Lease Trust 2020-A,05-31-2020,49616,152,51,1454203633.7300081
Ford Credit Auto Lease Trust 2020-A,05-31-2021,36766,176,31,935746301.509992
Ford Credit Auto Lease Trust 2020-A,05-31-2022,12628,119,22,290339734.5599998
Ford Credit Auto Lease Trust 2020-A,06-30-2020,49455,186,43,1427693619.5100026
Ford Credit Auto Lease Trust 2020-A,06-30-2021,34292,204,39,865904089.5499995
Ford Credit Auto Lease Trust 2020-A,06-30-2022,10667,114,24,243129678.13000092
Ford Credit Auto Lease Trust 2020-A,07-31-2020,49105,218,39,1397133384.879992
Ford Credit Auto Lease Trust 2020-A,07-31-2021,31850,207,44,798680257.0199971
Ford Credit Auto Lease Trust 2020-A,08-31-2020,48519,268,47,1363140999.4099975
Ford Credit Auto Lease Trust 2020-A,08-31-2021,29846,182,26,740075597.1799995
Ford Credit Auto Lease Trust 2020-A,09-30-2020,47813,249,49,1324884741.350003
Ford Credit Auto Lease Trust 2020-A,09-30-2021,27887,194,27,685518928.8999996
Ford Credit Auto Lease Trust 2020-A,10-31-2020,46844,259,40,1283319166.8900006
Ford Credit Auto Lease Trust 2020-A,10-31-2021,25835,197,35,630472001.9900002
Ford Credit Auto Lease Trust 2020-A,11-30-2020,45706,307,53,1240445472.6599884
Ford Credit Auto Lease Trust 2020-A,11-30-2021,23732,211,44,575111617.1999996
Ford Credit Auto Lease Trust 2020-A,12-31-2019,50408,28,0,1578673217.1800005
Ford Credit Auto Lease Trust 2020-A,12-31-2020,44644,334,66,1198364660.1899936
Ford Credit Auto Lease Trust 2020-A,12-31-2021,21837,217,42,524137672.9100003
Ford Credit Auto Lease Trust 2020-B,01-31-2021,57553,270,59,1746582963.140024
Ford Credit Auto Lease Trust 2020-B,01-31-2022,36330,294,56,987382602.1299975
Ford Credit Auto Lease Trust 2020-B,02-28-2021,56902,244,51,1705826613.460013
Ford Credit Auto Lease Trust 2020-B,02-28-2022,34526,242,52,929287508.1399974
Ford Credit Auto Lease Trust 2020-B,03-31-2021,56121,218,45,1655970377.160001
Ford Credit Auto Lease Trust 2020-B,03-31-2022,32580,276,39,869082219.1199945
Ford Credit Auto Lease Trust 2020-B,04-30-2021,54808,185,40,1598485341.6700058
Ford Credit Auto Lease Trust 2020-B,04-30-2022,30245,203,45,801130175.4799988
Ford Credit Auto Lease Trust 2020-B,05-31-2021,52950,241,39,1533592291.030011
Ford Credit Auto Lease Trust 2020-B,05-31-2022,28064,249,44,739220376.2499971
Ford Credit Auto Lease Trust 2020-B,06-30-2020,60140,18,0,2005473454.280016
Ford Credit Auto Lease Trust 2020-B,06-30-2021,50836,290,51,1460623012.010006
Ford Credit Auto Lease Trust 2020-B,06-30-2022,25786,223,44,673861140.1500002
Ford Credit Auto Lease Trust 2020-B,07-31-2020,59914,238,6,1975095466.5900004
Ford Credit Auto Lease Trust 2020-B,07-31-2021,48648,293,62,1388154927.3000102
Ford Credit Auto Lease Trust 2020-B,07-31-2022,23418,206,34,607921116.6599983
Ford Credit Auto Lease Trust 2020-B,08-31-2020,59720,236,27,1941136295.8600075
Ford Credit Auto Lease Trust 2020-B,08-31-2021,46742,275,58,1320621137.5799975
Ford Credit Auto Lease Trust 2020-B,08-31-2022,21463,201,27,550935360.1399971
Ford Credit Auto Lease Trust 2020-B,09-30-2020,59379,263,38,1903633435.9800103
Ford Credit Auto Lease Trust 2020-B,09-30-2021,44763,292,48,1254714747.9900017
Ford Credit Auto Lease Trust 2020-B,09-30-2022,19029,172,36,486112621.94999814
Ford Credit Auto Lease Trust 2020-B,10-31-2020,58901,315,55,1863722180.4200094
Ford Credit Auto Lease Trust 2020-B,10-31-2021,42719,301,40,1189095252.8399987
Ford Credit Auto Lease Trust 2020-B,10-31-2022,16726,217,39,426376374.1099999
Ford Credit Auto Lease Trust 2020-B,11-30-2020,58431,302,78,1824452648.63002
Ford Credit Auto Lease Trust 2020-B,11-30-2021,40433,287,50,1117556482.1600087
Ford Credit Auto Lease Trust 2020-B,11-30-2022,14628,153,42,371088831.6399994
Ford Credit Auto Lease Trust 2020-B,12-31-2020,57952,378,64,1785287835.3400047
Ford Credit Auto Lease Trust 2020-B,12-31-2021,38383,308,53,1052899376.8300034
Ford Credit Auto Lease Trust 2020-B,12-31-2022,12524,146,31,316887857.4800012
Ford Credit Auto Lease Trust 2021-A,01-31-2021,56993,148,1,1961359067.3600035
Ford Credit Auto Lease Trust 2021-A,01-31-2022,47015,302,41,1391812124.7900085
Ford Credit Auto Lease Trust 2021-A,01-31-2023,22663,223,61,609362328.8700039
Ford Credit Auto Lease Trust 2021-A,02-28-2021,56816,163,13,1930532423.420012
Ford Credit Auto Lease Trust 2021-A,02-28-2022,45572,269,57,1334445562.6999884
Ford Credit Auto Lease Trust 2021-A,02-28-2023,20286,199,56,542353133.8699999
Ford Credit Auto Lease Trust 2021-A,03-31-2021,56633,128,23,1891018995.1000078
Ford Credit Auto Lease Trust 2021-A,03-31-2022,44096,310,36,1276711076.6499994
Ford Credit Auto Lease Trust 2021-A,03-31-2023,18136,153,43,479770935.5199983
Ford Credit Auto Lease Trust 2021-A,04-30-2021,56238,125,28,1850696240.0600083
Ford Credit Auto Lease Trust 2021-A,04-30-2022,42258,239,46,1211854141.0900035
Ford Credit Auto Lease Trust 2021-A,04-30-2023,15680,117,43,412143373.2999984
Ford Credit Auto Lease Trust 2021-A,05-31-2021,55598,171,30,1808308428.1699944
Ford Credit Auto Lease Trust 2021-A,05-31-2022,40352,295,49,1147712339.190003
Ford Credit Auto Lease Trust 2021-A,05-31-2023,13606,126,26,354409510.99999917
Ford Credit Auto Lease Trust 2021-A,06-30-2021,54833,227,30,1758548461.5600219
Ford Credit Auto Lease Trust 2021-A,06-30-2022,38219,246,54,1077387820.3199985
Ford Credit Auto Lease Trust 2021-A,07-31-2021,53994,233,38,1710431072.550009
Ford Credit Auto Lease Trust 2021-A,07-31-2022,35898,293,48,1006649387.9999994
Ford Credit Auto Lease Trust 2021-A,08-31-2021,53212,228,32,1663084549.1699874
Ford Credit Auto Lease Trust 2021-A,08-31-2022,34006,265,45,942712018.0300022
Ford Credit Auto Lease Trust 2021-A,09-30-2021,52301,245,26,1614366289.9599917
Ford Credit Auto Lease Trust 2021-A,09-30-2022,31612,270,43,870681108.2699955
Ford Credit Auto Lease Trust 2021-A,10-31-2021,51173,227,35,1562350368.5199997
Ford Credit Auto Lease Trust 2021-A,10-31-2022,29267,262,37,800989813.3900033
Ford Credit Auto Lease Trust 2021-A,11-30-2021,49789,319,37,1505786499.4200037
Ford Credit Auto Lease Trust 2021-A,11-30-2022,27021,257,55,736167179.2199998
Ford Credit Auto Lease Trust 2021-A,12-31-2020,57118,25,0,1989512867.2700148
Ford Credit Auto Lease Trust 2021-A,12-31-2021,48477,296,50,1449217383.9500005
Ford Credit Auto Lease Trust 2021-A,12-31-2022,24831,253,60,673199829.7399989
Ford Credit Auto Lease Trust 2021-B,01-31-2022,51164,244,29,1768828960.919985
Ford Credit Auto Lease Trust 2021-B,01-31-2023,38654,314,79,1159999357.5200028
Ford Credit Auto Lease Trust 2021-B,01-31-2024,12222,138,55,343631822.9900007
Ford Credit Auto Lease Trust 2021-B,02-28-2022,50666,229,31,1727357681.930002
Ford Credit Auto Lease Trust 2021-B,02-28-2023,36903,307,52,1097719279.3899999
Ford Credit Auto Lease Trust 2021-B,03-31-2022,50081,285,29,1684174930.999996
Ford Credit Auto Lease Trust 2021-B,03-31-2023,35145,249,56,1032447384.1600003
Ford Credit Auto Lease Trust 2021-B,04-30-2022,49383,240,49,1639033788.0299926
Ford Credit Auto Lease Trust 2021-B,04-30-2023,32949,246,45,961168298.9400012
Ford Credit Auto Lease Trust 2021-B,05-31-2022,48560,311,57,1591428583.2899957
Ford Credit Auto Lease Trust 2021-B,05-31-2023,30896,302,54,894423244.1500049
Ford Credit Auto Lease Trust 2021-B,06-30-2022,47724,234,66,1541046008.0799937
Ford Credit Auto Lease Trust 2021-B,06-30-2023,28199,243,54,811296160.2199942
Ford Credit Auto Lease Trust 2021-B,07-31-2022,46664,306,51,1490739480.5099952
Ford Credit Auto Lease Trust 2021-B,07-31-2023,25418,290,53,730690926.6200022
Ford Credit Auto Lease Trust 2021-B,08-31-2021,53175,16,0,1965181243.4800014
Ford Credit Auto Lease Trust 2021-B,08-31-2022,45675,291,47,1438789864.7799942
Ford Credit Auto Lease Trust 2021-B,08-31-2023,23111,240,60,659912467.1299983
Ford Credit Auto Lease Trust 2021-B,09-30-2021,53023,166,2,1934721285.399983
Ford Credit Auto Lease Trust 2021-B,09-30-2022,44240,310,56,1380597719.2200015
Ford Credit Auto Lease Trust 2021-B,09-30-2023,20587,212,61,585934789.5299997
Ford Credit Auto Lease Trust 2021-B,10-31-2021,52696,155,11,1896539322.2600074
Ford Credit Auto Lease Trust 2021-B,10-31-2022,42925,319,59,1326755171.4599974
Ford Credit Auto Lease Trust 2021-B,10-31-2023,18396,213,53,519835058.52000046
Ford Credit Auto Lease Trust 2021-B,11-30-2021,52185,226,26,1854080927.589984
Ford Credit Auto Lease Trust 2021-B,11-30-2022,41508,327,65,1271495844.6499927
Ford Credit Auto Lease Trust 2021-B,11-30-2023,16035,204,56,452926158.80000037
Ford Credit Auto Lease Trust 2021-B,12-31-2021,51641,281,33,1810946411.6199982
Ford Credit Auto Lease Trust 2021-B,12-31-2022,40103,355,62,1216973464.0000052
Ford Credit Auto Lease Trust 2021-B,12-31-2023,13902,173,64,393115230.29999775
Ford Credit Auto Lease Trust 2022-A,01-31-2023,48348,309,54,1634774473.6900074
Ford Credit Auto Lease Trust 2022-A,01-31-2024,27221,242,65,838962340.599997
Ford Credit Auto Lease Trust 2022-A,02-28-2023,47566,304,59,1588531398.8899963
Ford Credit Auto Lease Trust 2022-A,02-29-2024,24800,212,64,763460543.6499981
Ford Credit Auto Lease Trust 2022-A,03-31-2022,53139,19,0,2063919188.299999
Ford Credit Auto Lease Trust 2022-A,03-31-2023,46654,295,60,1536350326.319993
