series,reporting_period_end_date,lease_count_current,lease_count_30_59,lease_count_60_plus,balance
Mercedes-Benz Auto Lease Trust 2018-A,06-30-2019,23823,74,18,1023909394.4815221
Mercedes-Benz Auto Lease Trust 2018-A,06-30-2020,7660,28,16,292263813.8402174
Mercedes-Benz Auto Lease Trust 2018-A,07-31-2018,32535,57,22,1606309279.2219157
Mercedes-Benz Auto Lease Trust 2018-A,07-31-2019,22758,90,19,964814463.8278911
Mercedes-Benz Auto Lease Trust 2018-A,08-31-2018,31905,55,27,1540755756.1025887
Mercedes-Benz Auto Lease Trust 2018-A,08-31-2019,21455,59,22,900054624.9525144
Mercedes-Benz Auto Lease Trust 2018-A,09-30-2018,31403,54,18,1511956292.8594315
Mercedes-Benz Auto Lease Trust 2018-A,09-30-2019,20274,45,30,840200288.4272727
Mercedes-Benz Auto Lease Trust 2018-A,10-31-2018,30691,70,18,1459788801.3667908
Mercedes-Benz Auto Lease Trust 2018-A,10-31-2019,18921,73,31,775712629.3894794
Mercedes-Benz Auto Lease Trust 2018-A,11-30-2018,29990,54,24,1407888370.908425
Mercedes-Benz Auto Lease Trust 2018-A,11-30-2019,17575,55,35,711955760.2874479
Mercedes-Benz Auto Lease Trust 2018-A,12-31-2017,55622,31,0,3005497696.7212257
Mercedes-Benz Auto Lease Trust 2018-A,12-31-2018,29261,71,28,1356316207.7117777
Mercedes-Benz Auto Lease Trust 2018-A,12-31-2019,15805,70,40,635438747.2040939
Mercedes-Benz Auto Lease Trust 2018-B,01-31-2019,28385,40,20,1439780447.180862
Mercedes-Benz Auto Lease Trust 2018-B,01-31-2020,19832,71,15,875413531.3046738
Mercedes-Benz Auto Lease Trust 2018-B,01-31-2021,8585,39,28,328019322.02491087
Mercedes-Benz Auto Lease Trust 2018-B,02-28-2019,27997,44,12,1400611022.9253185
Mercedes-Benz Auto Lease Trust 2018-B,02-28-2021,7503,40,23,284913132.2063267
Mercedes-Benz Auto Lease Trust 2018-B,02-29-2020,18943,60,25,826966249.5632955
Mercedes-Benz Auto Lease Trust 2018-B,03-31-2019,27411,31,15,1356102236.0858133
Mercedes-Benz Auto Lease Trust 2018-B,03-31-2020,18168,74,25,782308364.0062722
Mercedes-Benz Auto Lease Trust 2018-B,04-30-2019,26642,29,19,1304575124.2007108
Mercedes-Benz Auto Lease Trust 2018-B,04-30-2020,17782,51,34,752118648.1851187
Mercedes-Benz Auto Lease Trust 2018-B,05-31-2019,26018,42,12,1257979735.1837845
Mercedes-Benz Auto Lease Trust 2018-B,05-31-2020,16991,42,21,709630114.5039479
Mercedes-Benz Auto Lease Trust 2018-B,06-30-2019,25531,27,16,1217028872.4292297
Mercedes-Benz Auto Lease Trust 2018-B,06-30-2020,15779,33,17,652794750.202542
Mercedes-Benz Auto Lease Trust 2018-B,07-31-2019,24919,58,14,1173815640.8765886
Mercedes-Benz Auto Lease Trust 2018-B,07-31-2020,14552,48,20,597135611.8337343
Mercedes-Benz Auto Lease Trust 2018-B,08-31-2019,24252,48,14,1128822890.6770935
Mercedes-Benz Auto Lease Trust 2018-B,08-31-2020,13588,53,19,551083148.0262101
Mercedes-Benz Auto Lease Trust 2018-B,09-30-2019,23570,42,18,1083468713.9141226
Mercedes-Benz Auto Lease Trust 2018-B,09-30-2020,12678,42,16,507427815.82624215
Mercedes-Benz Auto Lease Trust 2018-B,10-31-2018,29373,31,1,1552174897.6611822
Mercedes-Benz Auto Lease Trust 2018-B,10-31-2019,22800,49,23,1035602436.9271786
Mercedes-Benz Auto Lease Trust 2018-B,10-31-2020,11695,51,20,462386808.1914113
Mercedes-Benz Auto Lease Trust 2018-B,11-30-2018,29139,17,8,1516528466.6028748
Mercedes-Benz Auto Lease Trust 2018-B,11-30-2019,22062,39,16,989669627.910199
Mercedes-Benz Auto Lease Trust 2018-B,11-30-2020,10758,44,29,419773296.4267638
Mercedes-Benz Auto Lease Trust 2018-B,12-31-2018,28773,49,12,1478759352.9760988
Mercedes-Benz Auto Lease Trust 2018-B,12-31-2019,21097,60,10,936851171.6304494
Mercedes-Benz Auto Lease Trust 2018-B,12-31-2020,9671,54,26,373428441.2394307
Mercedes-Benz Auto Lease Trust 2019-A,01-31-2019,37752,42,11,1956251681.2519932
Mercedes-Benz Auto Lease Trust 2019-A,01-31-2020,28388,95,20,1269628965.6691265
Mercedes-Benz Auto Lease Trust 2019-A,01-31-2021,14478,51,25,557310795.5756441
Mercedes-Benz Auto Lease Trust 2019-A,02-28-2019,37460,24,14,1911544178.1619549
Mercedes-Benz Auto Lease Trust 2019-A,02-28-2021,13101,55,26,500504727.8114112
Mercedes-Benz Auto Lease Trust 2019-A,02-29-2020,27328,65,16,1208007676.0279253
Mercedes-Benz Auto Lease Trust 2019-A,03-31-2019,36932,35,13,1861116742.6126037
Mercedes-Benz Auto Lease Trust 2019-A,03-31-2020,26479,77,27,1153248387.6248593
Mercedes-Benz Auto Lease Trust 2019-A,03-31-2021,10994,46,12,416351250.205052
Mercedes-Benz Auto Lease Trust 2019-A,04-30-2019,36182,38,13,1801695350.1208944
Mercedes-Benz Auto Lease Trust 2019-A,04-30-2020,26015,63,44,1114722687.6129081
Mercedes-Benz Auto Lease Trust 2019-A,04-30-2021,9318,24,14,349500382.5157891
Mercedes-Benz Auto Lease Trust 2019-A,05-31-2019,35484,50,18,1745627993.8126853
Mercedes-Benz Auto Lease Trust 2019-A,05-31-2020,25040,49,29,1059366405.0769001
Mercedes-Benz Auto Lease Trust 2019-A,06-30-2019,34959,52,16,1697507866.7645078
Mercedes-Benz Auto Lease Trust 2019-A,06-30-2020,23541,44,28,985210679.2819971
Mercedes-Benz Auto Lease Trust 2019-A,07-31-2019,34250,69,19,1641227918.589451
Mercedes-Benz Auto Lease Trust 2019-A,07-31-2020,21985,69,18,911432679.4987787
Mercedes-Benz Auto Lease Trust 2019-A,08-31-2019,33481,52,18,1584343454.1497488
Mercedes-Benz Auto Lease Trust 2019-A,08-31-2020,20714,87,24,849850470.1608626
Mercedes-Benz Auto Lease Trust 2019-A,09-30-2019,32728,57,19,1529760497.689633
Mercedes-Benz Auto Lease Trust 2019-A,09-30-2020,19600,53,32,792157775.5135663
Mercedes-Benz Auto Lease Trust 2019-A,10-31-2019,31816,77,13,1469477648.0557854
Mercedes-Benz Auto Lease Trust 2019-A,10-31-2020,18331,59,23,731206208.2564127
Mercedes-Benz Auto Lease Trust 2019-A,11-30-2019,30949,65,21,1411527152.6104307
Mercedes-Benz Auto Lease Trust 2019-A,11-30-2020,17170,55,22,676413225.7336392
Mercedes-Benz Auto Lease Trust 2019-A,12-31-2018,38036,47,3,1999807786.9806871
Mercedes-Benz Auto Lease Trust 2019-A,12-31-2019,29765,95,33,1343981857.1806247
Mercedes-Benz Auto Lease Trust 2019-A,12-31-2020,15811,70,28,616001675.8108451
Mercedes-Benz Auto Lease Trust 2019-B,01-31-2020,33125,70,21,1729944804.4360752
Mercedes-Benz Auto Lease Trust 2019-B,01-31-2021,23320,69,32,1053626277.0085013
Mercedes-Benz Auto Lease Trust 2019-B,01-31-2022,11067,31,16,423168487.9012682
Mercedes-Benz Auto Lease Trust 2019-B,02-28-2021,22406,66,31,1001641723.5774363
Mercedes-Benz Auto Lease Trust 2019-B,02-28-2022,9686,27,13,366548809.91788036
Mercedes-Benz Auto Lease Trust 2019-B,02-29-2020,32472,54,19,1676260701.2217107
Mercedes-Benz Auto Lease Trust 2019-B,03-31-2020,31850,81,22,1619715220.2275238
Mercedes-Benz Auto Lease Trust 2019-B,03-31-2021,21152,47,26,933056247.6687914
Mercedes-Benz Auto Lease Trust 2019-B,03-31-2022,8055,35,15,304069153.5368363
Mercedes-Benz Auto Lease Trust 2019-B,04-30-2020,31515,83,33,1578203575.1498332
Mercedes-Benz Auto Lease Trust 2019-B,04-30-2021,20126,45,27,877792168.2250412
Mercedes-Benz Auto Lease Trust 2019-B,05-31-2020,30824,56,34,1525647492.9680412
Mercedes-Benz Auto Lease Trust 2019-B,05-31-2021,19291,36,21,830464965.4636508
Mercedes-Benz Auto Lease Trust 2019-B,06-30-2020,29811,51,24,1459525956.4330764
Mercedes-Benz Auto Lease Trust 2019-B,06-30-2021,18355,42,19,777965202.0147446
Mercedes-Benz Auto Lease Trust 2019-B,07-31-2020,28718,71,17,1392546925.2014549
Mercedes-Benz Auto Lease Trust 2019-B,07-31-2021,17553,35,20,732549483.1064755
Mercedes-Benz Auto Lease Trust 2019-B,08-31-2020,27748,88,32,1332454946.9996161
Mercedes-Benz Auto Lease Trust 2019-B,08-31-2021,16579,33,18,680269810.733357
Mercedes-Benz Auto Lease Trust 2019-B,09-30-2020,26861,60,41,1274612247.2971592
Mercedes-Benz Auto Lease Trust 2019-B,09-30-2021,15622,32,13,630851535.9394238
Mercedes-Benz Auto Lease Trust 2019-B,10-31-2019,34176,39,1,1862958058.6016483
Mercedes-Benz Auto Lease Trust 2019-B,10-31-2020,25922,73,31,1215440139.157544
Mercedes-Benz Auto Lease Trust 2019-B,10-31-2021,14611,39,16,582268350.9071665
Mercedes-Benz Auto Lease Trust 2019-B,11-30-2019,33984,34,7,1824041901.5879023
Mercedes-Benz Auto Lease Trust 2019-B,11-30-2020,25065,74,37,1161277203.7491572
Mercedes-Benz Auto Lease Trust 2019-B,11-30-2021,13367,33,15,525754894.8074359
Mercedes-Benz Auto Lease Trust 2019-B,12-31-2019,33668,52,16,1780070397.500538
Mercedes-Benz Auto Lease Trust 2019-B,12-31-2020,24154,77,35,1104304654.2392163
Mercedes-Benz Auto Lease Trust 2019-B,12-31-2021,12207,36,14,473399613.5582525
Mercedes-Benz Auto Lease Trust 2020-A,01-31-2020,41001,60,9,2180631867.284876
Mercedes-Benz Auto Lease Trust 2020-A,01-31-2021,31465,76,31,1437112257.1504729
Mercedes-Benz Auto Lease Trust 2020-A,01-31-2022,16908,48,26,650190841.6183988
Mercedes-Benz Auto Lease Trust 2020-A,02-28-2021,30525,88,33,1378189903.761246
Mercedes-Benz Auto Lease Trust 2020-A,02-28-2022,15140,41,16,574736910.1110429
Mercedes-Benz Auto Lease Trust 2020-A,02-29-2020,40439,55,10,2124612203.9739492
Mercedes-Benz Auto Lease Trust 2020-A,03-31-2020,39872,89,15,2063226093.0662417
Mercedes-Benz Auto Lease Trust 2020-A,03-31-2021,29109,79,12,1296472030.1294243
Mercedes-Benz Auto Lease Trust 2020-A,03-31-2022,13109,55,15,493369984.38859737
Mercedes-Benz Auto Lease Trust 2020-A,04-30-2020,39544,78,38,2015749988.1190553
Mercedes-Benz Auto Lease Trust 2020-A,04-30-2021,27926,56,18,1227462152.9259171
Mercedes-Benz Auto Lease Trust 2020-A,04-30-2022,11467,36,22,427888971.4850536
Mercedes-Benz Auto Lease Trust 2020-A,05-31-2020,38871,57,27,1958681321.2170105
Mercedes-Benz Auto Lease Trust 2020-A,05-31-2021,26961,52,18,1169361207.0271723
Mercedes-Benz Auto Lease Trust 2020-A,05-31-2022,9666,33,20,357881048.5835445
Mercedes-Benz Auto Lease Trust 2020-A,06-30-2020,37848,55,26,1885918161.8245687
Mercedes-Benz Auto Lease Trust 2020-A,06-30-2021,25809,55,23,1102309119.341003
Mercedes-Benz Auto Lease Trust 2020-A,07-31-2020,36738,71,28,1812447457.7000227
Mercedes-Benz Auto Lease Trust 2020-A,07-31-2021,24764,42,25,1042334643.8852187
Mercedes-Benz Auto Lease Trust 2020-A,08-31-2020,35784,101,29,1746072655.5544062
Mercedes-Benz Auto Lease Trust 2020-A,08-31-2021,23637,54,20,978441795.9531355
Mercedes-Benz Auto Lease Trust 2020-A,09-30-2020,34995,69,35,1684013802.85998
Mercedes-Benz Auto Lease Trust 2020-A,09-30-2021,22459,39,18,915624784.3729275
Mercedes-Benz Auto Lease Trust 2020-A,10-31-2020,34093,71,22,1619381923.5040536
Mercedes-Benz Auto Lease Trust 2020-A,10-31-2021,21205,43,16,852628084.5995595
Mercedes-Benz Auto Lease Trust 2020-A,11-30-2020,33247,72,30,1558223264.2587228
Mercedes-Benz Auto Lease Trust 2020-A,11-30-2021,19710,49,15,781590399.4495466
Mercedes-Benz Auto Lease Trust 2020-A,12-31-2019,41459,52,4,2236446216.107643
Mercedes-Benz Auto Lease Trust 2020-A,12-31-2020,32352,99,23,1496864404.3437126
Mercedes-Benz Auto Lease Trust 2020-A,12-31-2021,18258,73,24,713516686.574529
Mercedes-Benz Auto Lease Trust 2020-B,01-31-2021,27573,42,15,1338445230.7127512
Mercedes-Benz Auto Lease Trust 2020-B,01-31-2022,18762,33,21,809932563.9438002
Mercedes-Benz Auto Lease Trust 2020-B,01-31-2023,7911,31,17,298040522.80978245
Mercedes-Benz Auto Lease Trust 2020-B,02-28-2021,27216,42,19,1305415302.85501
Mercedes-Benz Auto Lease Trust 2020-B,02-28-2022,18245,31,8,774418503.5100279
Mercedes-Benz Auto Lease Trust 2020-B,02-28-2023,6661,19,18,249617003.44774008
Mercedes-Benz Auto Lease Trust 2020-B,03-31-2021,26488,42,10,1254765539.7751987
Mercedes-Benz Auto Lease Trust 2020-B,03-31-2022,17683,30,7,739700628.9429648
Mercedes-Benz Auto Lease Trust 2020-B,04-30-2021,25717,31,12,1208177985.6430407
Mercedes-Benz Auto Lease Trust 2020-B,04-30-2022,17142,22,13,706801430.4518024
Mercedes-Benz Auto Lease Trust 2020-B,05-31-2021,24743,33,10,1157367101.8219054
Mercedes-Benz Auto Lease Trust 2020-B,05-31-2022,16558,32,16,672817316.8673428
Mercedes-Benz Auto Lease Trust 2020-B,06-30-2021,23731,29,14,1103139096.0259304
Mercedes-Benz Auto Lease Trust 2020-B,06-30-2022,15778,20,14,631572367.8264185
Mercedes-Benz Auto Lease Trust 2020-B,07-31-2021,22766,42,12,1053663577.2539779
Mercedes-Benz Auto Lease Trust 2020-B,07-31-2022,15008,15,12,593048479.1468397
Mercedes-Benz Auto Lease Trust 2020-B,08-31-2020,28763,40,2,1496564535.4626842
Mercedes-Benz Auto Lease Trust 2020-B,08-31-2021,21952,34,18,1007598555.453687
Mercedes-Benz Auto Lease Trust 2020-B,08-31-2022,14041,37,8,549519465.7746322
Mercedes-Benz Auto Lease Trust 2020-B,09-30-2020,28630,24,8,1467623131.6785812
Mercedes-Benz Auto Lease Trust 2020-B,09-30-2021,21161,39,10,962605091.4688141
Mercedes-Benz Auto Lease Trust 2020-B,09-30-2022,13024,29,9,504776858.5155009
Mercedes-Benz Auto Lease Trust 2020-B,10-31-2020,28395,35,9,1435650866.9230366
Mercedes-Benz Auto Lease Trust 2020-B,10-31-2021,20440,41,11,920880456.5103066
Mercedes-Benz Auto Lease Trust 2020-B,10-31-2022,11954,39,12,459645248.8768144
Mercedes-Benz Auto Lease Trust 2020-B,11-30-2020,28188,34,11,1404979341.410923
Mercedes-Benz Auto Lease Trust 2020-B,11-30-2021,19765,37,12,878989342.8208454
Mercedes-Benz Auto Lease Trust 2020-B,11-30-2022,10741,34,14,409648064.7155371
Mercedes-Benz Auto Lease Trust 2020-B,12-31-2020,27889,44,14,1370954552.112817
Mercedes-Benz Auto Lease Trust 2020-B,12-31-2021,19195,48,17,842286677.5537573
Mercedes-Benz Auto Lease Trust 2020-B,12-31-2022,9326,27,20,353493702.33611447
Mercedes-Benz Auto Lease Trust 2021-A,01-31-2021,35111,43,9,1804361401.54094
Mercedes-Benz Auto Lease Trust 2021-A,01-31-2022,23647,60,28,1085833511.6580424
Mercedes-Benz Auto Lease Trust 2021-A,01-31-2023,14116,57,29,556144925.4054475
Mercedes-Benz Auto Lease Trust 2021-A,02-28-2021,34567,43,16,1756860154.8086178
Mercedes-Benz Auto Lease Trust 2021-A,02-28-2022,22882,43,21,1036840357.6630325
Mercedes-Benz Auto Lease Trust 2021-A,02-28-2023,13287,40,23,515636011.3791376
Mercedes-Benz Auto Lease Trust 2021-A,03-31-2021,33639,37,14,1690472837.6984165
Mercedes-Benz Auto Lease Trust 2021-A,03-31-2022,22049,68,13,988009671.3710198
Mercedes-Benz Auto Lease Trust 2021-A,03-31-2023,12171,55,20,467024538.5540763
Mercedes-Benz Auto Lease Trust 2021-A,04-30-2021,32660,41,11,1627667754.9195933
Mercedes-Benz Auto Lease Trust 2021-A,04-30-2022,21314,52,24,943068210.4704685
Mercedes-Benz Auto Lease Trust 2021-A,04-30-2023,11199,46,21,424837403.4812308
Mercedes-Benz Auto Lease Trust 2021-A,05-31-2021,31733,42,13,1569347802.8398018
Mercedes-Benz Auto Lease Trust 2021-A,05-31-2022,20527,64,32,897633895.7446247
Mercedes-Benz Auto Lease Trust 2021-A,05-31-2023,9564,48,21,361067183.0859352
Mercedes-Benz Auto Lease Trust 2021-A,06-30-2021,30717,35,14,1504671871.8150196
Mercedes-Benz Auto Lease Trust 2021-A,06-30-2022,19781,52,30,853858965.193367
Mercedes-Benz Auto Lease Trust 2021-A,06-30-2023,7839,38,24,294670240.7066904
Mercedes-Benz Auto Lease Trust 2021-A,07-31-2021,29811,41,16,1447614039.778747
Mercedes-Benz Auto Lease Trust 2021-A,07-31-2022,19137,42,22,814746360.0236565
Mercedes-Benz Auto Lease Trust 2021-A,08-31-2021,28852,42,24,1387509952.9651597
Mercedes-Benz Auto Lease Trust 2021-A,08-31-2022,18440,65,20,774345466.3478394
Mercedes-Benz Auto Lease Trust 2021-A,09-30-2021,27807,47,20,1324963843.4085827
Mercedes-Benz Auto Lease Trust 2021-A,09-30-2022,17762,51,26,735691773.1695826
Mercedes-Benz Auto Lease Trust 2021-A,10-31-2021,26758,45,17,1264881978.454161
Mercedes-Benz Auto Lease Trust 2021-A,10-31-2022,16913,56,31,691641226.2398387
Mercedes-Benz Auto Lease Trust 2021-A,11-30-2021,25591,48,21,1199190552.3229127
Mercedes-Benz Auto Lease Trust 2021-A,11-30-2022,15904,58,27,642942074.7908683
Mercedes-Benz Auto Lease Trust 2021-A,12-31-2020,35418,50,2,1843829676.4855769
Mercedes-Benz Auto Lease Trust 2021-A,12-31-2021,24538,87,18,1140198514.4003518
Mercedes-Benz Auto Lease Trust 2021-A,12-31-2022,14990,52,31,598218089.2969522
Mercedes-Benz Auto Lease Trust 2021-B,01-31-2022,27795,70,35,1418040262.6436043
Mercedes-Benz Auto Lease Trust 2021-B,01-31-2023,20989,81,24,904389629.0568262
Mercedes-Benz Auto Lease Trust 2021-B,01-31-2024,8099,78,56,300168079.5666916
Mercedes-Benz Auto Lease Trust 2021-B,02-28-2022,27211,57,26,1368773344.8943865
Mercedes-Benz Auto Lease Trust 2021-B,02-28-2023,20427,74,27,866210622.7013131
Mercedes-Benz Auto Lease Trust 2021-B,02-29-2024,7046,64,46,258183643.73829693
Mercedes-Benz Auto Lease Trust 2021-B,03-31-2022,26511,70,23,1317382715.1295357
Mercedes-Benz Auto Lease Trust 2021-B,03-31-2023,19724,71,31,823040053.4064226
Mercedes-Benz Auto Lease Trust 2021-B,04-30-2022,25941,66,25,1273006458.910974
Mercedes-Benz Auto Lease Trust 2021-B,04-30-2023,18996,66,32,781300522.6825323
Mercedes-Benz Auto Lease Trust 2021-B,05-31-2021,32729,31,0,1822768610.0793762
Mercedes-Benz Auto Lease Trust 2021-B,05-31-2022,25356,79,30,1229014839.622839
Mercedes-Benz Auto Lease Trust 2021-B,05-31-2023,17990,92,38,729617453.8462052
Mercedes-Benz Auto Lease Trust 2021-B,06-30-2021,32332,27,5,1776893870.1959336
Mercedes-Benz Auto Lease Trust 2021-B,06-30-2022,24810,73,34,1185801241.8370495
Mercedes-Benz Auto Lease Trust 2021-B,06-30-2023,16842,69,41,673936190.091337
Mercedes-Benz Auto Lease Trust 2021-B,07-31-2021,31724,45,6,1728003821.6217527
Mercedes-Benz Auto Lease Trust 2021-B,07-31-2022,24330,65,32,1147352828.2336957
Mercedes-Benz Auto Lease Trust 2021-B,07-31-2023,15875,80,40,626847564.7095308
Mercedes-Benz Auto Lease Trust 2021-B,08-31-2021,31102,49,13,1676277352.6103752
Mercedes-Benz Auto Lease Trust 2021-B,08-31-2022,23800,75,31,1104452173.2181365
Mercedes-Benz Auto Lease Trust 2021-B,08-31-2023,14686,99,39,573623031.9091618
Mercedes-Benz Auto Lease Trust 2021-B,09-30-2021,30422,66,10,1623324841.6970346
Mercedes-Benz Auto Lease Trust 2021-B,09-30-2022,23332,72,25,1065831536.4738827
Mercedes-Benz Auto Lease Trust 2021-B,09-30-2023,13551,84,47,523297210.4253977
Mercedes-Benz Auto Lease Trust 2021-B,10-31-2021,29777,53,19,1572189693.5886378
Mercedes-Benz Auto Lease Trust 2021-B,10-31-2022,22797,91,33,1027501296.460468
Mercedes-Benz Auto Lease Trust 2021-B,10-31-2023,12239,76,46,465633395.95273054
Mercedes-Benz Auto Lease Trust 2021-B,11-30-2021,29027,52,22,1515165211.531927
Mercedes-Benz Auto Lease Trust 2021-B,11-30-2022,22183,62,39,984760912.2307273
Mercedes-Benz Auto Lease Trust 2021-B,11-30-2023,10842,73,36,408412478.91552293
Mercedes-Benz Auto Lease Trust 2021-B,12-31-2021,28360,82,25,1465712373.2383592
Mercedes-Benz Auto Lease Trust 2021-B,12-31-2022,21546,94,25,944100955.00492
Mercedes-Benz Auto Lease Trust 2021-B,12-31-2023,9468,88,34,353531154.37245154
Mercedes-Benz Auto Lease Trust 2023-A,01-31-2024,26496,126,76,1492094351.327741
Mercedes-Benz Auto Lease Trust 2023-A,01-31-2025,16251,128,74,800082677.1711513
Mercedes-Benz Auto Lease Trust 2023-A,02-28-2025,15402,142,52,749702934.2815092
Mercedes-Benz Auto Lease Trust 2023-A,02-29-2024,25603,149,49,1427422899.0597262
Mercedes-Benz Auto Lease Trust 2023-A,03-31-2024,24785,118,60,1368088356.7561872
Mercedes-Benz Auto Lease Trust 2023-A,03-31-2025,14470,118,63,696284747.1470226
Mercedes-Benz Auto Lease Trust 2023-A,04-30-2023,34500,46,0,2098497541.5621328
Mercedes-Benz Auto Lease Trust 2023-A,04-30-2024,23776,136,65,1302264447.675514
Mercedes-Benz Auto Lease Trust 2023-A,04-30-2025,13318,109,63,636373950.8365952
Mercedes-Benz Auto Lease Trust 2023-A,05-31-2023,33830,67,15,2034209637.6524088
Mercedes-Benz Auto Lease Trust 2023-A,05-31-2024,22839,119,61,1239915590.453903
Mercedes-Benz Auto Lease Trust 2023-A,05-31-2025,12304,101,57,581914255.3816106
Mercedes-Benz Auto Lease Trust 2023-A,06-30-2023,32802,74,27,1959195102.2731428
Mercedes-Benz Auto Lease Trust 2023-A,06-30-2024,22151,130,54,1188327100.5608656
Mercedes-Benz Auto Lease Trust 2023-A,06-30-2025,11289,101,48,529054129.99562085
Mercedes-Benz Auto Lease Trust 2023-A,07-31-2023,31950,89,30,1891188267.6154847
Mercedes-Benz Auto Lease Trust 2023-A,07-31-2024,21357,133,66,1132308112.4383848
Mercedes-Benz Auto Lease Trust 2023-A,07-31-2025,10212,95,50,475869042.84197587
Mercedes-Benz Auto Lease Trust 2023-A,08-31-2023,31035,123,33,1823558196.5751398
Mercedes-Benz Auto Lease Trust 2023-A,08-31-2024,20565,129,69,1077581325.9921935
Mercedes-Benz Auto Lease Trust 2023-A,08-31-2025,9299,104,43,430031142.622677
Mercedes-Benz Auto Lease Trust 2023-A,09-30-2023,30194,117,55,1761462228.0215278
Mercedes-Benz Auto Lease Trust 2023-A,09-30-2024,19738,127,74,1021888657.8480045
Mercedes-Benz Auto Lease Trust 2023-A,09-30-2025,8409,102,42,384540975.51485425
Mercedes-Benz Auto Lease Trust 2023-A,10-31-2023,29178,126,55,1687142729.7710464
